26-02-01 02:02:10.963 [http-nio-8888-exec-4] INFO  c.T.controller.AdminController - POST /addHotel 
26-02-01 02:02:10.970 [http-nio-8888-exec-4] INFO  com.Travellgo.service.AdminServices - AdminServices.addHotel name=test 
26-02-01 02:02:10.975 [http-nio-8888-exec-4] INFO  com.Travellgo.service.AdminServices - AdminServices.addHotel saved id=26 
26-02-01 02:02:13.338 [http-nio-8888-exec-9] INFO  c.T.controller.UserController - GET /Buses 
26-02-01 02:02:13.338 [http-nio-8888-exec-5] INFO  c.T.controller.AdminController - GET /allBookings 
26-02-01 02:02:13.338 [http-nio-8888-exec-4] INFO  c.T.controller.UserController - GET /Packages 
26-02-01 02:02:13.338 [http-nio-8888-exec-10] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:13.363 [http-nio-8888-exec-3] INFO  c.T.controller.UserController - GET /Buses 
26-02-01 02:02:13.363 [http-nio-8888-exec-8] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:13.368 [http-nio-8888-exec-7] INFO  c.T.controller.UserController - GET /Packages 
26-02-01 02:02:13.382 [http-nio-8888-exec-2] INFO  c.T.controller.AdminController - GET /allBookings 
26-02-01 02:02:28.553 [http-nio-8888-exec-1] INFO  c.T.controller.AuthController - POST /auth/login email=mannpersonal123@gmail.com 
26-02-01 02:02:28.709 [http-nio-8888-exec-1] INFO  c.T.controller.AuthController - Login successful email=mannpersonal123@gmail.com role=ROLE_USER 
26-02-01 02:02:30.917 [http-nio-8888-exec-4] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:30.940 [http-nio-8888-exec-5] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:40.031 [http-nio-8888-exec-7] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:40.053 [http-nio-8888-exec-2] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:45.875 [http-nio-8888-exec-5] INFO  c.T.controller.UserController - GET /YourTicket/2 
26-02-01 02:02:45.875 [http-nio-8888-exec-4] INFO  c.T.controller.UserController - GET /YourReviews/2 
26-02-01 02:02:45.875 [http-nio-8888-exec-8] INFO  c.T.controller.UserController - GET /YourBookings/2 
26-02-01 02:02:45.904 [http-nio-8888-exec-2] INFO  c.T.controller.UserController - GET /YourReviews/2 
26-02-01 02:02:45.914 [http-nio-8888-exec-6] INFO  c.T.controller.UserController - GET /YourTicket/2 
26-02-01 02:02:45.921 [http-nio-8888-exec-1] INFO  c.T.controller.UserController - GET /YourBookings/2 
26-02-01 02:02:57.694 [http-nio-8888-exec-3] INFO  c.T.controller.AuthController - POST /auth/login email=admin@travelgo.com 
26-02-01 02:02:57.848 [http-nio-8888-exec-3] INFO  c.T.controller.AuthController - Login successful email=admin@travelgo.com role=ROLE_ADMIN 
26-02-01 02:02:57.978 [http-nio-8888-exec-9] INFO  c.T.controller.AdminController - GET /allBookings 
26-02-01 02:02:57.979 [http-nio-8888-exec-10] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:57.979 [http-nio-8888-exec-7] INFO  c.T.controller.UserController - GET /Packages 
26-02-01 02:02:57.981 [http-nio-8888-exec-3] INFO  c.T.controller.UserController - GET /Buses 
26-02-01 02:02:58.003 [http-nio-8888-exec-8] INFO  c.T.controller.UserController - GET /Packages 
26-02-01 02:02:58.006 [http-nio-8888-exec-4] INFO  c.T.controller.UserController - GET /Hotels 
26-02-01 02:02:58.006 [http-nio-8888-exec-5] INFO  c.T.controller.UserController - GET /Buses 
26-02-01 02:02:58.030 [http-nio-8888-exec-2] INFO  c.T.controller.AdminController - GET /allBookings 
